"","title","authors","average_rating","isbn13","language_code","num_pages","ratings_count","text_reviews_count","publication_date","publisher","publication_year","page_range"
"1471","The Walking Dead  Vol. 3: Safety Behind Bars","Robert Kirkman/Charlie Adlard/Cliff Rathburn",4.3,"9781582404875","eng",136,25796,1020,2005-06-18,"Image Comics",2005,"51-150"
"1472","From the Earth to the Moon (Extraordinary Voyages  #4)","Jules Verne",3.78,"9781598184549","eng",136,17325,421,2006-10-01,"Aegypan",2006,"51-150"
"1473","The Complete Clive Barker's The Great And Secret Show","Chris Ryall/Gabriel Rodríguez/Clive Barker",4.23,"9781600100291","eng",136,17422,67,2006-11-08,"IDW Publishing",2006,"51-150"
"1474","Alone in the Crowd (Sweet Valley High  #28)","Francine Pascal/Kate William",3.44,"9780553280876","eng",136,695,27,1986-04-01,"Bantam Books",1986,"51-150"
"1475","The New Jessica (Sweet Valley High  #32)","Francine Pascal/Kate William",3.44,"9780553275605","eng",136,1054,25,1986-10-01,"Bantam Books",1986,"51-150"
"1476","Black Kiss","Howard Chaykin",3.56,"9781560973805","eng",136,277,28,2000-05-16,"Eros Comix",2000,"51-150"
"1477","American Splendor: Another Day","Harvey Pekar/Ty Templeton/Eddie Campbell/Hilary Barta",3.71,"9781401212353","en-US",136,349,28,2007-04-07,"Vertigo",2007,"51-150"
"1478","The Changeling Sea","Patricia A. McKillip",4.06,"9780141312620","eng",137,4454,302,2003-04-14,"Firebird",2003,"51-150"
"1479","The Compleat Works of Wllm Shkspr (abridged)","Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield",4.44,"9781557831576","eng",137,8159,118,1994-02-01,"Applause Books",1994,"51-150"
"1480","The Bone Collector's Son","Paul Yee",3.27,"9780761452423","eng",137,117,19,2004-01-01,"Two Lions",2004,"51-150"
"1481","I Feel Bad About My Neck: And Other Thoughts on Being a Woman","Nora Ephron",3.69,"9780307264558","eng",137,38506,4719,2006-08-01,"Knopf Publishing Group",2006,"51-150"
"1482","Pippi Calzaslargas (Pippi Calzaslargas  #1)","Astrid Lindgren/Blanca Ríos/Richard Kennedy",4.13,"9788426131928","spa",137,85,14,2005-07-01,"Editorial Juventud",2005,"51-150"
"1483","Schopenhauer: A Very Short Introduction","Christopher Janaway",3.81,"9780192802590","eng",137,346,26,2002-02-21,"Oxford University Press",2002,"51-150"
"1484","The Contest (Everest Trilogy)","Gordon Korman",3.85,"9780613589451","eng",137,12,2,2002-08-01,"Turtleback Books",2002,"51-150"
"1485","The Book of Merlyn: The Unpublished Conclusion to The Once & Future King","T.H. White",3.96,"9780292707184","eng",137,109,22,1977-09-01,"University of Texas Press (Austin/London)",1977,"51-150"
"1486","Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening","Heidi Hayes Jacobs",3.94,"9781596670235","eng",138,31,1,2006-03-29,"Routledge",2006,"51-150"
"1487","Teleny or the Reverse of the Medal","Oscar Wilde",3.67,"9781595690364","eng",138,985,63,2006-03-07,"MONDIAL",2006,"51-150"
"1488","Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2)","Karl Jaspers/Ralph Manheim",3.92,"9780156075008","eng",138,42,4,1974-10-23,"Harvest Books/Harcourt",1974,"51-150"
"1489","The Woman in Black","Susan Hill/John Lawrence",3.71,"9781567921892","eng",138,31467,3061,2001-12-01,"David R. Godine Publisher",2001,"51-150"
"1490","Forbidden Love (Sweet Valley High #34)","Francine Pascal/Kate William",3.32,"9780553275216","eng",138,5,0,1987-01-01,"Bantam Books",1987,"51-150"
"1491","Tabby in the Tub (Animal Ark  #29)","Ben M. Baglio/Linda Chapman/Jenny Gregory",3.96,"9780439343909","eng",139,768,33,2003-08-01,"Scholastic Paperbacks",2003,"51-150"
"1492","Tough to Tackle","Matt Christopher/Harvey Kidder",3.87,"9780316140584","eng",139,389,24,1987-09-30,"Little  Brown Books for Young Readers",1987,"51-150"
"1493","Changeling Storytellers Guide","Mark  Hunter/Ian Lemke",3.36,"9781565047082","eng",139,28,0,1998-08-01,"White Wolf Games Studio",1998,"51-150"
"1494","Tuck Everlasting","Natalie Babbitt",3.87,"9780374480134","en-US",139,1538,184,2005-03-01,"Farrar Straus Giroux",2005,"51-150"
"1495","Teleportation: From Star Trek to Tesla","Commander X/Tim R. Swartz",2.83,"9781892062437","eng",139,2,1,2012-08-20,"Inner Light - Global Communications",2012,"51-150"
"1496","The Splendid Outcast: Beryl Markham's African Stories","Beryl Markham/Mary S. Lovell",3.72,"9780865473010","eng",139,307,33,1987-10-01,"North Point Press",1987,"51-150"
"1497","The Call of the Wild","Jack London/Gary Paulsen",3.86,"9780689856747","eng",139,2210,157,2003-02-01,"Aladdin",2003,"51-150"
"1498","Death of a Salesman","Arthur  Miller",3.51,"9780670261550","eng",139,1223,104,1949-05-18,"Viking Books",1949,"51-150"
"1499","The Rescue (Kidnapped  #3)","Gordon Korman",4.11,"9780439847797","eng",140,1864,117,2006-09-01,"Scholastic Books",2006,"51-150"
"1500","How to Write Science Fiction and Fantasy","Orson Scott Card",3.9,"9780898794168","eng",140,475,66,1990-07-15,"F & W Publications Inc.",1990,"51-150"
"1501","Critique of Pure Reason (Studies in the History of Philosophy)","Immanuel Kant/Humphrey Palmer",3.94,"9780773491670","eng",140,17,0,1992-01-01,"Edwin Mellen Press",1992,"51-150"
"1502","Pippi Goes on Board","Astrid Lindgren/Florence Lamborn/Nancy Seligsohn",4.12,"9780140309591","eng",140,10399,156,1977-02-24,"Puffin Books",1977,"51-150"
"1503","Fables: 1001 Nights of Snowfall","Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland",4.14,"9781401203672","eng",140,13759,538,2006-10-18,"Vertigo",2006,"51-150"
"1504","Transmetropolitan  Vol. 8: Dirge","Warren Ellis/Darick Robertson/Rodney Ramos",4.47,"9781563899539","eng",140,9963,90,2003-04-01,"Vertigo",2003,"51-150"
"1505","The Journal of Scott Pendleton Collins: A World War 2 Soldier","Walter Dean Myers",3.96,"9780439050135","eng",140,1132,181,1999-06-01,"Scholastic Inc.",1999,"51-150"
"1506","William S. Burroughs  Throbbing Gristle  Brion Gysin","V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin",4.26,"9781889307152","eng",140,1290,17,2008-01-10,"Re/Search Publications",2008,"51-150"
"1507","The Prince","Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez",3.81,"9780937832387","eng",140,194545,4260,2003-06-01,"Dante University of America Press",2003,"51-150"
"1508","How to Write Science Fiction & Fantasy","Orson Scott Card",3.9,"9781582971032","eng",140,3408,264,2001-09-15,"Writer's Digest Books",2001,"51-150"
"1509","Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love","Peter Kreeft",4.3,"9780898702620","eng",140,437,52,1990-06-01,"Ignatius Press",1990,"51-150"
"1510","9-11","Noam Chomsky/Greg Ruggiero/Marili Margomenou/Miguel Mora/Natalie Levisalles/Il Manifesto/Hartford Courant/David Barsamian/Radio B92/Elise Fried/Peter Kreysler/Gionarle del Popolo/Michael Albert",3.73,"9781583224892","eng",140,3070,172,2001-12-04,"Seven Stories Press",2001,"51-150"
"1511","The Discovery (Dive  #1)","Gordon Korman",3.72,"9780439507226","eng",141,1858,135,2003-06-01,"Apple Paperbacks (Scholastic)",2003,"51-150"
"1512","Warrior of the Light","Paulo Coelho",3.7,"9780060527983","en-US",142,22662,945,2004-03-30,"HarperOne",2004,"51-150"
"1513","Alcestis","Euripides/William Arrowsmith",3.83,"9780195061666","eng",142,1950,95,1990-02-01,"Oxford University Press  USA",1990,"51-150"
"1514","The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work","David  Allen/Tina Blythe/Gene Thompson-Grove",4,"9780807744680","eng",142,54,4,2004-04-29,"Teachers College Press",2004,"51-150"
"1515","Summer Crossing","Truman Capote",3.44,"9780812975932","eng",142,5274,428,2006-09-28,"Modern Library",2006,"51-150"
"1516","Tractatus Logico-Philosophicus","Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell",4.07,"9780415254083","eng",142,13578,404,2001-09-01,"Routledge Classics",2001,"51-150"
"1517","How to Think Theologically","Howard W. Stone/James O. Duke",3.67,"9780800638184","en-US",142,235,22,2006-01-01,"Fortress Press",2006,"51-150"
"1518","C.G. Jung and Hermann Hesse: A Book of Two Friendships","Miguel Serrano",4.02,"9783856305581","eng",142,405,21,1997-01-01,"Daimon Verlag",1997,"51-150"
"1519","The Mystery on the Mighty Mississippi","Carole Marsh",3.5,"0710430023639","eng",142,26,1,2001-04-01,"Carole Marsh Mysteries",2001,"51-150"
"1520","In the Kitchen with Rosie: Oprah's Favorite Recipes","Rosie Daley/Oprah Winfrey",3.04,"9780679434047","eng",142,767,31,1994-04-16,"Knopf",1994,"51-150"
"1521","Romeo & Juliet","William Shakespeare/Roma Gill",3.74,"9780198321491","eng",142,237,18,2005-05-26,"Oxford University Press",2005,"51-150"
"1522","Die Leiden des Jungen Werther","Johann Wolfgang von Goethe/R. Paulin",3.67,"9781853993237","ger",142,24,1,1998-01-01,"Bristol Classical Press",1998,"51-150"
"1523","The Polysyllabic Spree","Nick Hornby",3.73,"9781932416244","eng",143,6828,621,2004-11-30,"McSweeney's",2004,"51-150"
"1524","Sid and Nancy: Love Kills","Alex Cox/Abbe Wool",3.48,"9780571145454","eng",143,140,5,1986-12-31,"Faber & Faber",1986,"51-150"
"1525","The Crucible","Arthur  Miller/Christopher Bigsby",3.58,"9780142437339","eng",143,293374,6037,2003-03-25,"Penguin Books",2003,"51-150"
"1526","Practicalities","Marguerite Duras/Barbara Bray",3.98,"9780802133113","eng",143,226,19,1993-10-22,"Grove Press",1993,"51-150"
"1527","Fables  Vol. 7: Arabian Nights (and Days)","Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy",4.09,"9781401210007","eng",143,15575,547,2006-07-05,"Vertigo",2006,"51-150"
"1528","Pnin","Vladimir Nabokov/David Lodge",3.9,"9781400041985","eng",143,13925,848,2004-04-06,"Everyman's Library",2004,"51-150"
"1529","The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk","Al Ries/Jack Trout",4.05,"9780887306662","en-US",143,13851,462,1994-04-27,"Harper Business",1994,"51-150"
"1530","Egyptian Myth: A Very Short Introduction","Geraldine Pinch",3.61,"9780192803467","eng",143,189,18,2004-07-08,"Oxford University Press  USA",2004,"51-150"
"1531","Guts: The True Stories behind Hatchet and the Brian Books","Gary Paulsen",3.88,"9780385326506","eng",144,2067,334,2001-01-23,"Delacorte Press",2001,"51-150"
"1532","The Burnt Orange Heresy (Vintage Crime/Black Lizard)","Charles Willeford",3.89,"9780679732525","eng",144,98,11,1990-10-03,"Vintage",1990,"51-150"
"1533","Nikola Tesla: A Spark of Genius","Carol Dommermuth-Costa",3.93,"9780822549208","eng",144,105,5,1994-10-01,"Lerner Publications",1994,"51-150"
"1534","Memoirs of a Geisha: A Portrait of the Film","David        James/Peggy Mulloy/Rob Marshall/Arthur Golden",4.08,"9781557046833","eng",144,145,8,2005-10-20,"Newmarket Press",2005,"51-150"
"1535","Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy)","Euripides/Pantelis Michelakis",4.03,"9780715629949","eng",144,12,1,2006-03-09,"Bristol Classical Press",2006,"51-150"
"1536","Oedipus the King","Sophocles/Bernard Knox/Cynthia Brantley Johnson",3.7,"9781416500339","eng",144,740,57,2005-07-01,"Simon  Schuster",2005,"51-150"
"1537","Formas breves","Ricardo Piglia",4.17,"9788433924636","spa",144,240,30,2001-06-01,"Anagrama",2001,"51-150"
"1538","The Enchiridion on Faith Hope and Love (Augustine Series 1)","Augustine of Hippo/Bruce Harbert/John E. Rotelle",4.04,"9781565481244","eng",144,271,21,1999-10-01,"New City Press",1999,"51-150"
"1539","Augustine: A Very Short Introduction","Henry Chadwick",3.71,"9780192854520","eng",144,236,33,2001-06-07,"Oxford University Press  USA",2001,"51-150"
"1540","Avalanche","Arthur J. Roth",3.65,"9780590422673","eng",144,273,36,1989-01-01,"Scholastic",1989,"51-150"
"1541","Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova)","Xavier de C./Xavier de C./Joseph Rowe",4.67,"9781556434952","eng",144,3,0,2004-05-04,"North Atlantic Books",2004,"51-150"
"1542","Phaedrus/Apology/Crito/Symposium","Plato/Benjamin Jowett",3,"9781420926842","en-US",144,19,0,2006-01-01,"Digireads.com",2006,"51-150"
"1543","The Great Gatsby","Kathleen Parkinson/F. Scott Fitzgerald",3.88,"9780140771978","eng",144,557,28,2003-11-25,"Penguin Global",2003,"51-150"
"1544","Souvenir of Canada 2","Douglas Coupland",3.83,"9781553650430","eng",144,332,9,2004-05-10,"Douglas  McIntyre",2004,"51-150"
"1545","Souvenir of Canada","Douglas Coupland",3.85,"9781550549171","en-US",144,893,34,2002-07-01,"Douglas  McIntyre",2002,"51-150"
"1546","The Drama of the Gifted Child: The Search for the True Self","Alice   Miller/Ruth Ward",4.09,"9780465016907","eng",144,12436,619,2008-07-22,"Basic Books",2008,"51-150"
"1547","Three Men in a Boat: To Say Nothing of the Dog","Jerome K. Jerome",3.89,"9780486451107","eng",144,213,32,2006-06-16,"Dover Publications",2006,"51-150"
"1548","A Christmas Story","Jean Shepherd",4.08,"9780767916226","eng",144,3187,381,2003-10-28,"Broadway Books",2003,"51-150"
"1549","The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5)","Rob Kidd/Walt Disney Company",4.05,"9781423101680","eng",144,548,14,2006-12-01,"Disney Press",2006,"51-150"
"1550","Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps","Michael Vitez/Tom Gralish/Sylvester Stallone",4.16,"9781589880290","eng",144,31,4,2006-11-01,"Paul Dry Books",2006,"51-150"
"1551","Runaways  Vol. 1: Pride and Joy","Brian K. Vaughan/Adrian Alphona",3.97,"9780785113799","eng",144,24754,859,2006-12-06,"Marvel",2006,"51-150"
"1552","Vincent Van Gogh: Portrait of an Artist","Jan Greenberg/Sandra Jordan",3.94,"9780440419174","eng",144,220,38,2003-01-14,"Yearling",2003,"51-150"
"1553","Little Plum","Rumer Godden/Jean Primrose",4.22,"9780140307375","eng",144,11,1,1987-08-01,"Puffin Books",1987,"51-150"
"1554","Betsy-Tacy (Betsy-Tacy  #1)","Maud Hart Lovelace/Lois Lenski",4.07,"9780064400961","en-US",144,20976,935,2007-08-14,"HarperCollins",2007,"51-150"
"1555","Freaks!: How to Draw Fantastic Fantasy Creatures","Steve  Miller",4.06,"9780823016624","eng",144,31,1,2004-06-01,"Watson-Guptill Publications",2004,"51-150"
"1556","Lara's Leap of Faith (The Royal Ballet School Diaries  #2)","Alexandra Moss/Veronica Bennett",4.07,"9780448435367","eng",144,155,14,2005-01-13,"Grosset & Dunlap",2005,"51-150"
"1557","Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3)","Alexandra Moss",4.06,"9780448437699","eng",144,130,4,2005-05-05,"Grosset & Dunlap",2005,"51-150"
"1558","Boys or Ballet? (Royal Ballet School Diaries  #8)","Alexandra Moss",3.92,"9780448442518","eng",144,93,8,2006-08-03,"Grosset & Dunlap",2006,"51-150"
"1559","Embroideries","Marjane Satrapi/Anjali Singh",3.86,"9780375714672","eng",144,14654,1121,2006-04-18,"Pantheon",2006,"51-150"
"1560","The Cement Garden","Ian McEwan",3.54,"9780099468387","eng",144,18376,1022,2004-08-05,"Vintage",2004,"51-150"
"1561","Art and Beauty in the Middle Ages","Umberto Eco/Hugh Bredin",3.99,"9780300093049","en-US",144,994,35,2002-02-08,"Yale University Press",2002,"51-150"
"1562","Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2)","Timothy Truman/Rick Leonardi/Tom Raney/Al Rio",3.43,"9781569715147","eng",144,126,17,2001-04-18,"Dark Horse",2001,"51-150"
"1563","True and False: Heresy and Common Sense for the Actor","David Mamet",3.95,"9780679772644","eng",144,1876,147,1999-02-22,"Vintage",1999,"51-150"
"1564","11 de Septiembre","Noam Chomsky",3.73,"9781583225653","spa",144,14,2,2002-09-03,"Siete Cuentos",2002,"51-150"
"1565","The Moon Is Down","John Steinbeck",3.9,"9780141185538","eng",144,15806,996,2000-11-30,"Penguin Classics",2000,"51-150"
"1566","Gossamer","Lois Lowry",3.9,"9780618685509","eng",144,13788,1554,2006-04-24,"HMH Books for Young Readers",2006,"51-150"
"1567","Poetics","Aristotle/Malcolm Heath",3.82,"9780140446364","eng",144,12610,486,1996-09-26,"Penguin Classics",1996,"51-150"
"1568","Presocratic Philosophy: A Very Short Introduction","Catherine Osborne",3.58,"9780192840943","eng",144,205,24,2004-09-16,"Oxford University Press  USA",2004,"51-150"
"1569","Dear God  Help!!! Love  Earl","Barbara Park/Kenneth Lafreniere",3.97,"9780679853954","eng",144,37,4,2006-07-11,"Yearling",2006,"51-150"
"1570","My Secret: A PostSecret Book","Frank Warren",4.34,"9780061196683","en-GB",144,5874,281,2006-10-24,"William Morrow",2006,"51-150"
"1571","The Secret Lives of Men and Women: A PostSecret Book","Frank Warren",4.37,"9780061198755","en-GB",144,5406,237,2007-01-09,"William Morrow",2007,"51-150"
"1572","A Midsummer Night's Dream","William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald",3.94,"9780140714555","eng",144,1002,57,2000-08-01,"Penguin Classics",2000,"51-150"
"1573","Einstein's Dreams","Alan Lightman",4.07,"9781400077809","eng",144,25551,2576,2004-11-09,"Vintage",2004,"51-150"
"1574","The Adventuress","Audrey Niffenegger",3.33,"9780810970526","eng",144,1058,148,2006-09-01,"Abrams",2006,"51-150"
"1575","Radical Chic & Mau-Mauing the Flak Catchers","Tom Wolfe",3.77,"9780553380620","eng",144,2288,106,1999-10-05,"Bantam",1999,"51-150"
"1576","A Happy Death","Albert Camus/Richard Howard/Jean Sarocchi",3.82,"9780141186580","eng",144,6975,257,2002-02-28,"Penguin Classics",2002,"51-150"
"1577","Sideways Stories from Wayside School (Wayside School #1)","Louis Sachar/Adam McCauley",4.15,"9780747571773","eng",144,81090,1835,2004-01-19,"Bloomsbury Childrens Books",2004,"51-150"
"1578","Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater","Victor Skrebneski",4.25,"9781570715839","eng",144,8,2,2000-12-01,"Sourcebooks",2000,"51-150"
"1579","Superman: Back in Action","Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López",3.21,"9781401212636","en-US",144,140,12,2007-01-31,"DC Comics",2007,"51-150"
"1580","The Flash: Dead Heat","Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher",3.93,"9781563896231","eng",144,216,10,2000-08-01,"DC Comics",2000,"51-150"
"1581","The Meaning of It All: Thoughts of a Citizen-Scientist","Richard P. Feynman",4.05,"9780465023943","eng",144,5907,290,2005-04-06,"Basic Books",2005,"51-150"
"1582","The Secret Seven (The Secret Seven  #1)","Enid Blyton",3.87,"9780340917541","eng",144,6881,187,2006-04-20,"Hodder",2006,"51-150"
"1583","Rock 'n' Roll","Tom Stoppard",3.71,"9780802143075","eng",144,951,60,2007-05-10,"Grove Press",2007,"51-150"
"1584","Candide: or  Optimism","Voltaire/Peter Constantine/Diane Johnson",3.77,"9780812972016","eng",144,221,29,2005-10-11,"Modern Library",2005,"51-150"
"1585","City of Glass: The Graphic Novel","Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman",3.93,"9780571226337","eng",144,1628,66,2005-02-03,"Faber & Faber",2005,"51-150"
"1586","What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like)","Time-Life Books",3.72,"9780783554563","eng",144,59,7,1999-05-24,"Time Life Medical",1999,"51-150"
"1587","What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like)","Robin Chapman Stacey",3.64,"9780783554556","eng",144,123,13,1999-05-24,"Time Life Medical",1999,"51-150"
"1588","What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453","Ellen Anker/Denise Dersin",3.68,"9780783554570","eng",144,49,2,1999-05-24,"Time Life Medical",1999,"51-150"
"1589","What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like)","Time-Life Books",3.75,"9780783554594","eng",144,47,7,1999-09-01,"Time Life Medical",1999,"51-150"
"1590","Joy Within","Joan Goldstein/Manuela Soares",4.38,"9780671763794","en-US",144,8,3,1990-11-15,"Simon  Schuster",1990,"51-150"
"1591","The Burnt Orange Heresy","Charles Willeford",3.9,"9780786706686","eng",144,564,49,1999-12-20,"Carroll & Graf",1999,"51-150"
